Series_Title,Released_Year,Certificate,Genre,IMDB_Rating,Overview,Director,Star1,Star2,Star3,Star4,Keywords,soup
Training Day,2001,Adult,crime  drama  thriller,7.7,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,antoinefuqua,denzelwashington,ethanhawke,scottglenn,tomberenger, ,crime  drama  thriller antoinefuqua denzelwashington ethanhawke scottglenn tomberenger  
Rushmore,1998,Adult,comedy  drama  romance,7.7,The extracurricular king of Rushmore Preparatory School is put on academic probation.,wesanderson,jasonschwartzman,billmurray,oliviawilliams,seymourcassel, ,comedy  drama  romance wesanderson jasonschwartzman billmurray oliviawilliams seymourcassel  
Abre los ojos,1997,Family,drama  mystery  sci-fi,7.7,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",alejandroamenábar,eduardonoriega,penélopecruz,chetelera,felemartínez, ,drama  mystery  sci-fi alejandroamenábar eduardonoriega penélopecruz chetelera felemartínez  
Being John Malkovich,1999,Adult,comedy  drama  fantasy,7.7,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,spikejonze,johncusack,camerondiaz,catherinekeener,johnmalkovich, ,comedy  drama  fantasy spikejonze johncusack camerondiaz catherinekeener johnmalkovich  
As Good as It Gets,1997,Adult,comedy  drama  romance,7.7,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",jamesl.brooks,jacknicholson,helenhunt,gregkinnear,cubagoodingjr., ,comedy  drama  romance jamesl.brooks jacknicholson helenhunt gregkinnear cubagoodingjr.  
The Fifth Element,1997,Adult,action  adventure  sci-fi,7.7,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",lucbesson,brucewillis,millajovovich,garyoldman,ianholm, ,action  adventure  sci-fi lucbesson brucewillis millajovovich garyoldman ianholm  
Le dîner de cons,1998,Adult,comedy,7.7,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",francisveber,thierrylhermitte,jacquesvilleret,francishuster,danielprévost, ,comedy francisveber thierrylhermitte jacquesvilleret francishuster danielprévost  
Donnie Brasco,1997,Adult,biography  crime  drama,7.7,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",mikenewell,alpacino,johnnydepp,michaelmadsen,brunokirby, ,biography  crime  drama mikenewell alpacino johnnydepp michaelmadsen brunokirby  
Shine,1996,Family,biography  drama  music,7.7,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",scotthicks,geoffreyrush,arminmueller-stahl,justinbraine,soniatodd, ,biography  drama  music scotthicks geoffreyrush arminmueller-stahl justinbraine soniatodd  
Primal Fear,1996,Adult,crime  drama  mystery,7.7,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",gregoryhoblit,richardgere,lauralinney,edwardnorton,johnmahoney, ,crime  drama  mystery gregoryhoblit richardgere lauralinney edwardnorton johnmahoney  
Hamlet,1996,Adult,drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",kennethbranagh,kennethbranagh,juliechristie,derekjacobi,katewinslet, ,drama kennethbranagh kennethbranagh juliechristie derekjacobi katewinslet  
A Little Princess,1995,Family,drama  family  fantasy,7.7,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,alfonsocuarón,lieselmatthews,eleanorbron,liamcunningham,rustyschwimmer, ,drama  family  fantasy alfonsocuarón lieselmatthews eleanorbron liamcunningham rustyschwimmer  
Do lok tin si,1995,Adult,comedy  crime  drama,7.7,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",kar-waiwong,leonlai,michellereis,takeshikaneshiro,charlieyeung, ,comedy  crime  drama kar-waiwong leonlai michellereis takeshikaneshiro charlieyeung  
Il postino,1994,Family,biography  comedy  drama,7.7,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",michaelradford,massimotroisi,massimotroisi,philippenoiret,mariagraziacucinotta, ,biography  comedy  drama michaelradford massimotroisi massimotroisi philippenoiret mariagraziacucinotta  
Clerks,1994,Adult,comedy,7.7,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",kevinsmith,briano'halloran,jeffanderson,marilynghigliotti,lisaspoonauer, ,comedy kevinsmith briano'halloran jeffanderson marilynghigliotti lisaspoonauer  
Short Cuts,1993,Adult,comedy  drama,7.7,The day-to-day lives of several suburban Los Angeles residents.,robertaltman,andiemacdowell,juliannemoore,timrobbins,brucedavison, ,comedy  drama robertaltman andiemacdowell juliannemoore timrobbins brucedavison  
Philadelphia,1993,Adult,drama,7.7,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",jonathandemme,tomhanks,denzelwashington,robertamaxwell,buzzkilman, ,drama jonathandemme tomhanks denzelwashington robertamaxwell buzzkilman  
The Muppet Christmas Carol,1992,,comedy  drama  family,7.7,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,brianhenson,michaelcaine,kermitthefrog,davegoelz,misspiggy, ,comedy  drama  family brianhenson michaelcaine kermitthefrog davegoelz misspiggy  
Malcolm X,1992,Family,biography  drama  history,7.7,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",spikelee,denzelwashington,angelabassett,delroylindo,spikelee, ,biography  drama  history spikelee denzelwashington angelabassett delroylindo spikelee  
The Last of the Mohicans,1992,Adult,action  adventure  drama,7.7,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,michaelmann,danielday-lewis,madeleinestowe,russellmeans,ericschweig, ,action  adventure  drama michaelmann danielday-lewis madeleinestowe russellmeans ericschweig  
Kurenai no buta,1992,Family,animation  adventure  comedy,7.7,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",hayaomiyazaki,shûichirômoriyama,tokikokatô,bunshikatsuravi,tsunehikokamijô, ,animation  adventure  comedy hayaomiyazaki shûichirômoriyama tokikokatô bunshikatsuravi tsunehikokamijô  
Glengarry Glen Ross,1992,Adult,crime  drama  mystery,7.7,An examination of the machinations behind the scenes at a real estate office.,jamesfoley,alpacino,jacklemmon,alecbaldwin,alanarkin, ,crime  drama  mystery jamesfoley alpacino jacklemmon alecbaldwin alanarkin  
A Few Good Men,1992,Family,drama  thriller,7.7,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,robreiner,tomcruise,jacknicholson,demimoore,kevinbacon, ,drama  thriller robreiner tomcruise jacknicholson demimoore kevinbacon  
Fried Green Tomatoes,1991,Adult,drama,7.7,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,jonavnet,kathybates,jessicatandy,marystuartmasterson,mary-louiseparker, ,drama jonavnet kathybates jessicatandy marystuartmasterson mary-louiseparker  
Barton Fink,1991,Family,comedy  drama  thriller,7.7,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,joelcoen,ethancoen,johnturturro,johngoodman,judydavis, ,comedy  drama  thriller joelcoen ethancoen johnturturro johngoodman judydavis  
Miller's Crossing,1990,Adult,crime  drama  thriller,7.7,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",joelcoen,ethancoen,gabrielbyrne,albertfinney,johnturturro, ,crime  drama  thriller joelcoen ethancoen gabrielbyrne albertfinney johnturturro  
Who Framed Roger Rabbit,1988,Family,animation  adventure  comedy,7.7,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,robertzemeckis,bobhoskins,christopherlloyd,joannacassidy,charlesfleischer, ,animation  adventure  comedy robertzemeckis bobhoskins christopherlloyd joannacassidy charlesfleischer  
Spoorloos,1988,Adult,mystery  thriller,7.7,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",georgesluizer,bernard-pierredonnadieu,genebervoets,johannatersteege,gweneckhaus, ,mystery  thriller georgesluizer bernard-pierredonnadieu genebervoets johannatersteege gweneckhaus  
Withnail & I,1987,Adult,comedy  drama,7.7,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",brucerobinson,richarde.grant,paulmcgann,richardgriffiths,ralphbrown, ,comedy  drama brucerobinson richarde.grant paulmcgann richardgriffiths ralphbrown  
The Last Emperor,1987,Family,biography  drama  history,7.7,The story of the final Emperor of China.,bernardobertolucci,johnlone,joanchen,petero'toole,ruochengying, ,biography  drama  history bernardobertolucci johnlone joanchen petero'toole ruochengying  
Empire of the Sun,1987,Family,action  drama  history,7.7,A young English boy struggles to survive under Japanese occupation during World War II.,stevenspielberg,christianbale,johnmalkovich,mirandarichardson,nigelhavers, ,action  drama  history stevenspielberg christianbale johnmalkovich mirandarichardson nigelhavers  
Der Name der Rose,1986,Adult,crime  drama  mystery,7.7,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,jean-jacquesannaud,seanconnery,christianslater,helmutqualtinger,elyabaskin, ,crime  drama  mystery jean-jacquesannaud seanconnery christianslater helmutqualtinger elyabaskin  
Blue Velvet,1986,Adult,drama  mystery  thriller,7.7,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",davidlynch,isabellarossellini,kylemaclachlan,dennishopper,lauradern, ,drama  mystery  thriller davidlynch isabellarossellini kylemaclachlan dennishopper lauradern  
The Purple Rose of Cairo,1985,Family,comedy  fantasy  romance,7.7,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",woodyallen,miafarrow,jeffdaniels,dannyaiello,irvingmetzman, ,comedy  fantasy  romance woodyallen miafarrow jeffdaniels dannyaiello irvingmetzman  
After Hours,1985,Adult,comedy  crime  drama,7.7,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,martinscorsese,griffindunne,rosannaarquette,vernabloom,tommychong, ,comedy  crime  drama martinscorsese griffindunne rosannaarquette vernabloom tommychong  
Zelig,1983,Family,comedy,7.7,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",woodyallen,woodyallen,miafarrow,patrickhorgan,johnbuckwalter, ,comedy woodyallen woodyallen miafarrow patrickhorgan johnbuckwalter  
The Verdict,1982,Family,drama,7.7,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,sidneylumet,paulnewman,charlotterampling,jackwarden,jamesmason, ,drama sidneylumet paulnewman charlotterampling jackwarden jamesmason  
Star Trek II: The Wrath of Khan,1982,Family,action  adventure  sci-fi,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",nicholasmeyer,williamshatner,leonardnimoy,deforestkelley,jamesdoohan, ,action  adventure  sci-fi nicholasmeyer williamshatner leonardnimoy deforestkelley jamesdoohan  
First Blood,1982,Adult,action  adventure,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,tedkotcheff,sylvesterstallone,briandennehy,richardcrenna,billmckinney, ,action  adventure tedkotcheff sylvesterstallone briandennehy richardcrenna billmckinney  
Ordinary People,1980,Family,drama,7.7,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",robertredford,donaldsutherland,marytylermoore,juddhirsch,timothyhutton, ,drama robertredford donaldsutherland marytylermoore juddhirsch timothyhutton  
Airplane!,1980,Family,comedy,7.7,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,jimabrahams,davidzucker,jerryzucker,roberthays,juliehagerty, ,comedy jimabrahams davidzucker jerryzucker roberthays juliehagerty  
Rupan sansei: Kariosutoro no shiro,1979,Family,animation  adventure  family,7.7,"A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",hayaomiyazaki,yasuoyamada,eikomasuyama,kiyoshikobayashi,makioinoue, ,animation  adventure  family hayaomiyazaki yasuoyamada eikomasuyama kiyoshikobayashi makioinoue  
Halloween,1978,Adult,horror  thriller,7.7,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",johncarpenter,donaldpleasence,jamieleecurtis,tonymoran,nancykyes, ,horror  thriller johncarpenter donaldpleasence jamieleecurtis tonymoran nancykyes  
Le locataire,1976,Adult,drama  thriller,7.7,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,romanpolanski,romanpolanski,isabelleadjani,melvyndouglas,jovanfleet, ,drama  thriller romanpolanski romanpolanski isabelleadjani melvyndouglas jovanfleet  
Love and Death,1975,Family,comedy  war,7.7,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",woodyallen,woodyallen,dianekeaton,georgesadet,frankadu, ,comedy  war woodyallen woodyallen dianekeaton georgesadet frankadu  
The Taking of Pelham One Two Three,1974,Family,action  crime  thriller,7.7,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",josephsargent,waltermatthau,robertshaw,martinbalsam,hectorelizondo, ,action  crime  thriller josephsargent waltermatthau robertshaw martinbalsam hectorelizondo  
Blazing Saddles,1974,Adult,comedy  western,7.7,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",melbrooks,cleavonlittle,genewilder,slimpickens,harveykorman, ,comedy  western melbrooks cleavonlittle genewilder slimpickens harveykorman  
Serpico,1973,Adult,biography  crime  drama,7.7,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,sidneylumet,alpacino,johnrandolph,jackkehoe,biffmcguire, ,biography  crime  drama sidneylumet alpacino johnrandolph jackkehoe biffmcguire  
Enter the Dragon,1973,Adult,action  crime  drama,7.7,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,robertclouse,brucelee,johnsaxon,jimkelly,ahnacapri, ,action  crime  drama robertclouse brucelee johnsaxon jimkelly ahnacapri  
Deliverance,1972,Family,adventure  drama  thriller,7.7,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",johnboorman,jonvoight,burtreynolds,nedbeatty,ronnycox, ,adventure  drama  thriller johnboorman jonvoight burtreynolds nedbeatty ronnycox  
The French Connection,1971,Adult,action  crime  drama,7.7,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,williamfriedkin,genehackman,royscheider,fernandorey,tonylobianco, ,action  crime  drama williamfriedkin genehackman royscheider fernandorey tonylobianco  
Dirty Harry,1971,Adult,action  crime  thriller,7.7,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",donsiegel,clinteastwood,andrewrobinson,harryguardino,renisantoni, ,action  crime  thriller donsiegel clinteastwood andrewrobinson harryguardino renisantoni  
Where Eagles Dare,1968,Family,action  adventure  war,7.7,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",briang.hutton,richardburton,clinteastwood,maryure,patrickwymark, ,action  adventure  war briang.hutton richardburton clinteastwood maryure patrickwymark  
The Odd Couple,1968,,comedy,7.7,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",genesaks,jacklemmon,waltermatthau,johnfiedler,herbedelman, ,comedy genesaks jacklemmon waltermatthau johnfiedler herbedelman  
The Dirty Dozen,1967,Adult,action  adventure  war,7.7,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",robertaldrich,leemarvin,ernestborgnine,charlesbronson,johncassavetes, ,action  adventure  war robertaldrich leemarvin ernestborgnine charlesbronson johncassavetes  
Belle de jour,1967,Adult,drama  romance,7.7,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,luisbuñuel,catherinedeneuve,jeansorel,michelpiccoli,genevièvepage, ,drama  romance luisbuñuel catherinedeneuve jeansorel michelpiccoli genevièvepage  
A Man for All Seasons,1966,Family,biography  drama  history,7.7,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",fredzinnemann,paulscofield,wendyhiller,robertshaw,leomckern, ,biography  drama  history fredzinnemann paulscofield wendyhiller robertshaw leomckern  
Repulsion,1965,Adult,drama  horror  thriller,7.7,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,romanpolanski,catherinedeneuve,ianhendry,johnfraser,yvonnefurneaux, ,drama  horror  thriller romanpolanski catherinedeneuve ianhendry johnfraser yvonnefurneaux  
Zulu,1964,Family,drama  history  war,7.7,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,cyendfield,stanleybaker,jackhawkins,ullajacobsson,jamesbooth, ,drama  history  war cyendfield stanleybaker jackhawkins ullajacobsson jamesbooth  
Goldfinger,1964,Adult,action  adventure  thriller,7.7,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",guyhamilton,seanconnery,gertfröbe,honorblackman,shirleyeaton, ,action  adventure  thriller guyhamilton seanconnery gertfröbe honorblackman shirleyeaton  
The Birds,1963,Adult,drama  horror  mystery,7.7,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,alfredhitchcock,rodtaylor,tippihedren,jessicatandy,suzannepleshette, ,drama  horror  mystery alfredhitchcock rodtaylor tippihedren jessicatandy suzannepleshette  
Cape Fear,1962,Adult,drama  thriller,7.7,A lawyer's family is stalked by a man he once helped put in jail.,j.leethompson,gregorypeck,robertmitchum,pollybergen,lorimartin, ,drama  thriller j.leethompson gregorypeck robertmitchum pollybergen lorimartin  
Peeping Tom,1960,Adult,drama  horror  thriller,7.7,"A young man murders women, using a movie camera to film their dying expressions of terror.",michaelpowell,karlheinzböhm,annamassey,moirashearer,maxineaudley, ,drama  horror  thriller michaelpowell karlheinzböhm annamassey moirashearer maxineaudley  
The Magnificent Seven,1960,Adult,action  adventure  western,7.7,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,johnsturges,yulbrynner,stevemcqueen,charlesbronson,eliwallach, ,action  adventure  western johnsturges yulbrynner stevemcqueen charlesbronson eliwallach  
Les yeux sans visage,1960,Adult,drama  horror,7.7,"A surgeon causes an accident which leaves his daughter disfigured, and goes to extremes to give her a new face.",georgesfranju,pierrebrasseur,alidavalli,juliettemayniel,alexandrerignault, ,drama  horror georgesfranju pierrebrasseur alidavalli juliettemayniel alexandrerignault  
Invasion of the Body Snatchers,1956,Adult,drama  horror  sci-fi,7.7,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,donsiegel,kevinmccarthy,danawynter,larrygates,kingdonovan, ,drama  horror  sci-fi donsiegel kevinmccarthy danawynter larrygates kingdonovan  
Rebel Without a Cause,1955,Adult,drama,7.7,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",nicholasray,jamesdean,nataliewood,salmineo,jimbackus, ,drama nicholasray jamesdean nataliewood salmineo jimbackus  
The Ladykillers,1955,Adult,comedy  crime,7.7,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,alexandermackendrick,alecguinness,petersellers,cecilparker,herbertlom, ,comedy  crime alexandermackendrick alecguinness petersellers cecilparker herbertlom  
Sabrina,1954,Adult,comedy  drama  romance,7.7,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",billywilder,humphreybogart,audreyhepburn,williamholden,walterhampden, ,comedy  drama  romance billywilder humphreybogart audreyhepburn williamholden walterhampden  
The Quiet Man,1952,Adult,comedy  drama  romance,7.7,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",johnford,johnwayne,maureeno'hara,barryfitzgerald,wardbond, ,comedy  drama  romance johnford johnwayne maureeno'hara barryfitzgerald wardbond  
The Day the Earth Stood Still,1951,Family,drama  sci-fi,7.7,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,robertwise,michaelrennie,patricianeal,hughmarlowe,samjaffe, ,drama  sci-fi robertwise michaelrennie patricianeal hughmarlowe samjaffe  
The African Queen,1951,Family,adventure  drama  romance,7.7,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",johnhuston,humphreybogart,katharinehepburn,robertmorley,peterbull, ,adventure  drama  romance johnhuston humphreybogart katharinehepburn robertmorley peterbull  
Gilda,1946,Adult,drama  film-noir  romance,7.7,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,charlesvidor,ritahayworth,glennford,georgemacready,josephcalleia, ,drama  film-noir  romance charlesvidor ritahayworth glennford georgemacready josephcalleia  
Fantasia,1940,,animation  family  fantasy,7.7,A collection of animated interpretations of great works of Western classical music.,jamesalgar,samuelarmstrong,fordbeebejr.,normanferguson,davidhand, ,animation  family  fantasy jamesalgar samuelarmstrong fordbeebejr. normanferguson davidhand  
The Invisible Man,1933,Family,horror  sci-fi,7.7,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",jameswhale,clauderains,gloriastuart,williamharrigan,henrytravers, ,horror  sci-fi jameswhale clauderains gloriastuart williamharrigan henrytravers  
Dark Waters,2019,Adult,biography  drama  history,7.6,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,toddhaynes,markruffalo,annehathaway,timrobbins,billpullman, ,biography  drama  history toddhaynes markruffalo annehathaway timrobbins billpullman  
Searching,2018,Adult,drama  mystery  thriller,7.6,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",aneeshchaganty,johncho,debramessing,josephlee,michellela, ,drama  mystery  thriller aneeshchaganty johncho debramessing josephlee michellela  
Once Upon a Time... in Hollywood,2019,Adult,comedy  drama,7.6,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,quentintarantino,leonardodicaprio,bradpitt,margotrobbie,emilehirsch, ,comedy  drama quentintarantino leonardodicaprio bradpitt margotrobbie emilehirsch  
Nelyubov,2017,Adult,drama,7.6,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,andreyzvyagintsev,maryanaspivak,alekseyrozin,matveynovikov,marinavasileva, ,drama andreyzvyagintsev maryanaspivak alekseyrozin matveynovikov marinavasileva  
The Florida Project,2017,Adult,drama,7.6,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",seanbaker,brooklynnprince,briavinaite,willemdafoe,christopherrivera, ,drama seanbaker brooklynnprince briavinaite willemdafoe christopherrivera  
Just Mercy,2019,Adult,biography  crime  drama,7.6,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,destindanielcretton,michaelb.jordan,jamiefoxx,brielarson,charliepyejr., ,biography  crime  drama destindanielcretton michaelb.jordan jamiefoxx brielarson charliepyejr.  
Gifted,2017,Adult,drama,7.6,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",marcwebb,chrisevans,mckennagrace,lindsayduncan,octaviaspencer, ,drama marcwebb chrisevans mckennagrace lindsayduncan octaviaspencer  
The Peanut Butter Falcon,2019,Adult,adventure  comedy  drama,7.6,Zak runs away from his care home to make his dream of becoming a wrestler come true.,tylernilson,michaelschwartz,zackgottsagen,annowens,dakotajohnson, ,adventure  comedy  drama tylernilson michaelschwartz zackgottsagen annowens dakotajohnson  
Victoria,2015,Adult,crime  drama  romance,7.6,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,sebastianschipper,laiacosta,fredericklau,franzrogowski,burakyigit, ,crime  drama  romance sebastianschipper laiacosta fredericklau franzrogowski burakyigit  
Mustang,2015,Adult,drama,7.6,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",denizgamzeergüven,günessensoy,dogazeynepdoguslu,tugbasunguroglu,elitiscan, ,drama denizgamzeergüven günessensoy dogazeynepdoguslu tugbasunguroglu elitiscan  
Guardians of the Galaxy Vol. 2,2017,Adult,action  adventure  comedy,7.6,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",jamesgunn,chrispratt,zoesaldana,davebautista,vindiesel, ,action  adventure  comedy jamesgunn chrispratt zoesaldana davebautista vindiesel  
Baby Driver,2017,Adult,action  crime  drama,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",edgarwright,anselelgort,jonbernthal,jonhamm,eizagonzález, ,action  crime  drama edgarwright anselelgort jonbernthal jonhamm eizagonzález  
Only the Brave,2017,Adult,action  biography  drama,7.6,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",josephkosinski,joshbrolin,milesteller,jeffbridges,jenniferconnelly, ,action  biography  drama josephkosinski joshbrolin milesteller jeffbridges jenniferconnelly  
Bridge of Spies,2015,Adult,drama  history  thriller,7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",stevenspielberg,tomhanks,markrylance,alanalda,amyryan, ,drama  history  thriller stevenspielberg tomhanks markrylance alanalda amyryan  
Incredibles 2,2018,Adult,animation  action  adventure,7.6,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,bradbird,craigt.nelson,hollyhunter,sarahvowell,huckmilner, ,animation  action  adventure bradbird craigt.nelson hollyhunter sarahvowell huckmilner  
Moana,2016,Family,animation  adventure  comedy,7.6,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",ronclements,johnmusker,donhall,chriswilliams,auli'icravalho, ,animation  adventure  comedy ronclements johnmusker donhall chriswilliams auli'icravalho  
Sicario,2015,Adult,action  crime  drama,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,denisvilleneuve,emilyblunt,joshbrolin,beniciodeltoro,jonbernthal, ,action  crime  drama denisvilleneuve emilyblunt joshbrolin beniciodeltoro jonbernthal  
Creed,2015,Adult,drama  sport,7.6,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",ryancoogler,michaelb.jordan,sylvesterstallone,tessathompson,phyliciarashad, ,drama  sport ryancoogler michaelb.jordan sylvesterstallone tessathompson phyliciarashad  
Leviafan,2014,Adult,crime  drama,7.6,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",andreyzvyagintsev,alekseyserebryakov,elenalyadova,romanmadyanov,vladimirvdovichenkov, ,crime  drama andreyzvyagintsev alekseyserebryakov elenalyadova romanmadyanov vladimirvdovichenkov  
